brand_sales_no,stock_in_date,doc_no,order_tx_type,audit_date,material_code,material_name,receivable_qty,batch_no,warehouse,doc_status,expiry_date,model,stock_in_qty,remark,logistics_no,logistics_company,supplier_material_code,supplier_material_name
BS-00000786,2026-06-07,RK-00000786,02,2026-06-07,SKU-0006,物料-06,337,R20260607-0786,WH-002-次仓,已审核,2027-07-22,A型,244,正常,LG202606070786,顺丰,SUP-000786,供应商物料-786
BS-00000787,2026-03-23,RK-00000787,01,2026-03-24,SKU-0020,物料-08,417,R20260323-0787,WH-003-电商仓,已审核,2026-09-24,C型,487,破损,LG202603230787,中通,SUP-000787,供应商物料-787
BS-00000788,2026-05-23,RK-00000788,03,2026-05-25,SKU-0005,物料-21,157,R20260523-0788,WH-003-电商仓,已审核,2027-11-10,A型,130,,LG202605230788,圆通,SUP-000788,供应商物料-788
BS-00000789,2026-04-24,RK-00000789,01,2026-04-25,SKU-0015,物料-25,95,R20260424-0789,WH-002-次仓,已审核,2028-01-12,A型,506,,LG202604240789,申通,SUP-000789,供应商物料-789
BS-00000790,2026-04-23,RK-00000790,01,2026-04-24,SKU-0011,物料-11,530,R20260423-0790,WH-002-次仓,未审核,2027-03-14,A型,621,破损,LG202604230790,中通,SUP-000790,供应商物料-790
BS-00000791,2026-05-17,RK-00000791,02,2026-05-18,SKU-0005,物料-18,512,R20260517-0791,WH-003-电商仓,已审核,2027-01-06,D型,431,,LG202605170791,顺丰,SUP-000791,供应商物料-791
BS-00000792,2026-06-06,RK-00000792,02,2026-06-06,SKU-0018,物料-23,774,R20260606-0792,WH-001-主仓,已审核,2027-02-07,A型,144,正常,LG202606060792,申通,SUP-000792,供应商物料-792
BS-00000793,2026-06-07,RK-00000793,01,2026-06-07,SKU-0008,物料-06,241,R20260607-0793,WH-001-主仓,已审核,2027-04-29,B型,324,破损,LG202606070793,圆通,SUP-000793,供应商物料-793
BS-00000794,2026-04-18,RK-00000794,01,2026-04-20,SKU-0011,物料-14,897,R20260418-0794,WH-001-主仓,已审核,2027-06-03,D型,78,破损,LG202604180794,圆通,SUP-000794,供应商物料-794
BS-00000795,2026-05-16,RK-00000795,03,2026-05-17,SKU-0017,物料-15,507,R20260516-0795,WH-002-次仓,已审核,2028-02-22,C型,207,,LG202605160795,申通,SUP-000795,供应商物料-795
BS-00000796,2026-04-20,RK-00000796,03,2026-04-20,SKU-0014,物料-11,432,R20260420-0796,WH-002-次仓,已审核,2027-01-20,B型,826,破损,LG202604200796,中通,SUP-000796,供应商物料-796
BS-00000797,2026-04-02,RK-00000797,03,2026-04-02,SKU-0002,物料-27,476,R20260402-0797,WH-003-电商仓,已审核,2028-02-01,B型,727,破损,LG202604020797,中通,SUP-000797,供应商物料-797
BS-00000798,2026-05-25,RK-00000798,02,2026-05-26,SKU-0007,物料-15,256,R20260525-0798,WH-003-电商仓,已审核,2027-07-26,B型,20,破损,LG202605250798,申通,SUP-000798,供应商物料-798
BS-00000799,2026-05-13,RK-00000799,03,2026-05-13,SKU-0023,物料-13,379,R20260513-0799,WH-003-电商仓,已审核,2027-03-20,B型,878,正常,LG202605130799,中通,SUP-000799,供应商物料-799
BS-00000800,2026-05-09,RK-00000800,02,2026-05-10,SKU-0018,物料-06,522,R20260509-0800,WH-003-电商仓,未审核,2028-04-12,A型,139,正常,LG202605090800,顺丰,SUP-000800,供应商物料-800
